sen_ID,sentence,attribute,sub_attr,attr_class,# attributes,sent_class_og,sent_class
340,"Although the storefront is a bit drab, don't let that deter you from stopping in and picking up some food.",ambiance,,0,,3,2
341,"What about that suggests cheesesteaks, other than it has ""Cheesesteak Co."" tagged onto the end of it?",general,,5,,2,1
342,This is by far my favorite Thai Place to dine in.,general,,5,,4,2
343,Not a fan at all.,general,,5,,1,0
344,"My friend wanted to try out this place, and after first scoping it out with yelp, I agreed to go too.",general,,5,,3,2
345,The food sold in the front of the store is just as tasty.,food,,1,,3,2
346,They weren't kidding about the spice.,food,,1,,1,0
347,I like good food that is somewhat healthy and sustainable.,food,,1,,3,2
348,This place is BEAUTIFUL!,ambiance,,0,,4,2
349,"I have never eaten in at Lucci's, but I have ordered delivery and takeout from them on numerous occasions.",ambiance,,0,,2,1
350,"I'm no mathematician, but really dude?!",price,,4,,0,0
351,My only reservation about the place is their pricing - it seems somewhat out of line with other Thai places in the area.,price,,4,,1,0
352,I have tried a couple of pies and they are also good.,food,,1,,3,2
353,"Delivery is fast, service is friendly, food is cheap/yummy!",service,,3,,3,2
354,"We ordered from some ""special deal"" menu.",price,,4,,3,2
355,I was asked if I wanted to eat in or take out.,service,,3,,2,1
356,I actually crave them on a regular basis.,food,,1,,2,1
357,"It's a conspiracy, I know.",service,,3,,1,0
358,There is nothing on the menu that is disappointing.,food,,1,,3,2
359,Or you can order one of 12 lunch boxes.,food,,1,,2,1
360,I had the caparhinia and my friends got margaritas.,food,,1,,2,1
361,"The interior is nicely decorated, lots of industrial metals are used to create a clean, contemporary atmosphere.",ambiance,,0,,3,2
362,P.s- Don't hold it to your silly New York pizza standards.,food,,1,,3,2
363,The sauce was luxurious and packed with savory goodness.,food,,1,,3,2
364,"Meat and potatoes, den-like atmosphere.",ambiance,,0,,1,0
365,"It wasn't bad, it wasn't particularly good.",general,,5,,2,1
366,A three bone dinner with two sides costs $9.00.,price,,4,,3,2
367,"But oh my, it may have been the smaller version but it was good.",food,,1,,3,2
368,"However, lately the quality of the food hasn't been up to par.",food,,1,,1,0
369,2,general,,5,,1,0
370,The bar area was clean and well taken of.,ambiance,,0,,4,2
371,Everything is fresh and flavored and spiced wonderfully.,food,,1,,3,2
372,"I can spend the same at, say Dinette, and get a MUCH better meal.",service,,3,,1,0
373,Not too too crowded where you have to wait your turn to get food or when the food runs out and you have to wait for it to be replaced.,service,,3,,3,2
374,When we finally left the line waiting for seating was literally out the door.,service,,3,,1,0
375,Though I had a better experience having the food delivered (I live in mt. wash) rather than eating in.,ambiance,,0,,1,0
376,"But, I also dig the cheese sticks, melts, breakfast items and cherry limeaids.",food,,1,,3,2
377,"There weren't many people there, but everything reverberated.",ambiance,,0,,3,2
378,Many menu items are cooked in a brick oven in the corner of the restaurant - from the pizzas to the crab cakes - so if you like that style this is your spot.,ambiance,,0,,3,2
379,"Mallorca is great the first time you go, after that it is just ok.",general,,5,,3,2
380,It was great to meet him and hear his past and future improvements to the dealership.,service,,3,,3,2
381,"The service was very nice and it is a very clean place, with lots of topping choices.",service,,3,,3,2
382,"It might have been packaged, it might not have been.. who knows) The refried beans were yummy!!",food,,1,,3,2
383,The fried wontons are good and the beef on the stick is amazing.,food,,1,,4,2
384,The nachos were cheap and unimpressionable.,price,,4,,3,2
385,"Two things that I miss since turning veg in  January, BBQ and BBQ.",food,,1,,3,2
386,"It is my birthday month and Big Burrito offers a great deal for anyone who is on their mailing list, providing their patrons with a free entrée up to $30.00 at any of their locations beside Umi.",price,,4,,3,2
387,Just looks like your typical place where the bartenders run the show with no management overseeing them.,service,,3,,1,0
388,"The pizza was pretty good, with a paper-thin crust and plenty of tomatoes and pungent garlic.",food,,1,,3,2
389,"Last few times I've had it, it really wasn't very good.",food,,1,,1,0
390,"Knowing this we might call next time, versus using the online ordering system.",service,,3,,1,0
391,I was thrilled to find that most of their Christmas items were 60% off.,price,,4,,3,2
392,"When dining out, I expect service to be on par with the price tag, and this service was in no way worth the $180 price tag of the meal.",service,,3,,1,0
393,I've heard that parking is uhhh...tickets galore at the Oakland locale.,location,,2,,0,0
394,I liked both of these...,general,,5,,3,2
395,At this point the drink I ordered was still not delivered.,service,,3,,1,0
396,I've also enjoyed the Mongolian Beef and the Broccoli Beef.,food,,1,,3,2
397,"All I can tell you is that if you want to know why you can message me, and I will tell you the whole story.",general,,5,,2,1
398,Unless your idea of a view is Target (which I've been caught dreamily staring at from time to time anyway).,ambiance,,0,,0,0
399,"Plus, the staff is always friendly and helpful.",service,,3,,3,2
400,"I'm not a burger fan and yes, their salads are good.",food,,1,,3,2
401,Fagan Overlook located just steps from the incline station.,location,,2,,3,2
402,Or maybe they don't want everyone walking in the door with their own parts?,service,,3,,1,0
403,"It's a shortbread cake, not a cake cake.",food,,1,,2,1
404,All Hail Gooski's!,general,,5,,3,2
405,They have amazing dan dan noodles.,food,,1,,4,2
406,The restaurant is typical American Mexican in decor and menu.,ambiance,,0,,3,2
407,LOoove me some Amazing Wok.,food,,1,,4,2
408,Our server was the owners son.,service,,3,,3,2
409,"The eel was the highlight for me; so rich, so savory, so beautifully alien, Atlantean.",food,,1,,3,2
410,"portobello mushroom with an onion dust, tomato, onion, cucumber, avocado, and a Sriracha glaze.",food,,1,,3,2
411,And she was so rude; abrasive and impatient.,service,,3,,0,0
412,Heads up: they charge you a fee if you use a credit card (I think it was 25 cents??).,price,,4,,1,0
413,It's a great place for families and large groups w plenty of free parking and enough menu options to please everyone.,general,,5,,4,2
414,And this was at 12 noon; they were pretty busy.,service,,3,,3,2
415,"For obvious reasons I didn't taste it, but the colors were pleasing, the ciabatta looked very fresh and delicious, and she really enjoyed her choice.",food,,1,,3,2
416,The service lackluster.,service,,3,,0,0
417,We decided to start off our meal with some coffees.,food,,1,,2,1
418,"I swear I can see a B-movie on the horizon: ""Andy Warhol: Bane of the Bloodsuckers"".",service,,3,,1,0
419,"Overall, the food was good.",food,,1,,3,2
420,He was useless.,service,,3,,0,0
421,My husband ordered a personalized burger which he loved and I had the crab cake.,food,,1,,4,2
422,"The ""Northsliders"" from the app. menu are now also gone.",food,,1,,1,0
423,We were a tad too early for lunch so I'll definitely give it a go around the next time around.,general,,5,,3,2
424,"Of the two new burger spots now at Monroeville Mall, Red Robin caters more towards families.",ambiance,,0,,3,2
425,"The creamy filling tasted more of lemon than pistachio to me, and it had a crunch from pistachio bits.",food,,1,,2,1
426,Very fastidious work and they try very hard to make sure it is as clean as possible.,service,,3,,4,2
427,You'll be glad you did...at least once.,general,,5,,3,2
428,The place is real classy and seemed to be popular for dinner on a Sunday evening.,ambiance,,0,,4,2
429,"Even though I had been absent from this Downtown Pittsburgh Practice for over a year, they showed genuine elation when I entered the 3rd floor office suite.",service,,3,,3,2
430,It was thinly sliced and atop of pile of fresh veg.,food,,1,,3,2
431,Service has been hit or miss for me.,service,,3,,1,0
432,I lived in Vegas for two years and never walked into a casino as anal about checking ID's right at the door and grilling you about the info on your license to see if it is accurate or not.,service,,3,,0,0
433,"This is one of the best deals I've seen for the amount of food you get, and I was really happy with the quality.",price,,4,,4,2
434,"For entrees, I had the gnocchi alla Norma with eggplant, nice red sauce, local's cow milk ricotta, and fresh basil.",food,,1,,2,1
435,Could be that I was coming at the end of the shift.,service,,3,,1,0
436,There's also a small private room with a conference table in it.,ambiance,,0,,3,2
437,The drinks here are over priced and this bar gets soooo crowded in a way that is unpleasant and not fun.,price,,4,,1,0
438,Located on the opposite side of the street from Village Square parking can be a bit of a problem but usually I don't have any trouble.,location,,2,,1,0
439,"They sell $5 beers until game time, saving you $2.75 per beer inside Console.",price,,4,,3,2
440,"My friends and I sat at the bar until we finished our first beer, talking with the bartender who was very knowledgeable and able to help with choosing a beer based on our likes.",service,,3,,4,2
441,Upon getting our plates the meat parade began.,food,,1,,3,2
442,"bad staff...well, one staff member in particular .the woman in front of me in line totally polite to her. me totally opposite. rude .big attitude and not even a thanks. i really don't care one way or the other about your sexuality but don't take it out on me because im a guy.",service,,3,,0,0
443,"Only one person was ahead of me, and it took about five minutes total to get my drink and be on my merry way.",service,,3,,3,2
444,First visit was interesting.,general,,5,,3,2
445,If you blink you will miss it.. its small but still good.,ambiance,,0,,3,2
446,Very friendly and I will definitely be back!,service,,3,,4,2
447,"I've stopped by here each morning for my daily dose of java and the lady working here solo is not only efficient, but always very friendly and polite.",service,,3,,3,2
448,The only downer was that I called the day of to see if they could accommodate two more people and the person on the phone seemed rude about my question but it might have been that there was a lot going on.,service,,3,,1,0
449,"The newsletter signup gives you the occasional coupon, so it's worth it to get the deals.",price,,4,,3,2
450,This will probably turn out to be one of my shortest reviews; here goes:  I love this Pamela's.,food,,1,,4,2
451,Get there around 5:30 or 8:30.,general,,5,,2,1
452,"On our first visit, we had to wait for over an hour to be seated and could barely find a place to stand while we waited.",service,,3,,1,0
453,The Bloody Mary has just the right amount of spice and it always hits the spot.,food,,1,,3,2
454,I also appreciate that tracking is now available at no charge.,price,,4,,3,2
455,"These boast a crisp exterior (like they've actually been fried), a tender interior, and plenty of filling.",food,,1,,3,2
456,"Everything was perfectly smoked, tender, and flavorful.",food,,1,,4,2
457,Forget it!,general,,5,,0,0
458,Signs are somewhat lacking and really don't directly tell you where you need to go.,location,,2,,1,0
459,"Both of them were good, I wish I would have had more time to enjoy the food!",food,,1,,3,2
460,"The burger just didn't taste very good, kind of bland, and the ""set-up"" of lettuce and tomato was of very poor quality.",food,,1,,1,0
461,"Not much meat or cheese, few veggies and EEK a baguette?",food,,1,,1,0
462,"The pepperoni is smoked, tender, fresh, and the mushrooms are finely cured.",food,,1,,3,2
463,because no place offers Tortilla Soup that can compare.,food,,1,,3,2
464,I've had Sunday brunch here a few times with my friend and her son and we always have a good time.,food,,1,,3,2
465,They are really quick and efficient and that's appreciated from everyone within our group.,service,,3,,3,2
466,I do love the art in here.,ambiance,,0,,4,2
467,I was also thankful that the available spaces weren't blocked by a chair or flower pot (the Pittsburgh way of reserving spaces as a resident.),ambiance,,0,,3,2
468,I had the peanut butter cup with sea salt.,food,,1,,2,1
469,The Groupon was good for two sandwiches/wraps and two sides.,price,,4,,3,2
470,It was shocking to say the least.,general,,5,,0,0
471,The steak seemed to be really tough to bite through chew.,food,,1,,1,0
472,The homemade tiramisu worked and the coffee was  a nice mild Italian roast.,food,,1,,3,2
473,"My only complaint, Maria is in serious need of a clone.",service,,3,,1,0
474,"Okay, not the worst pizza ever, but it's pretty far down my list of pizzerias...and that's sad, considering I quite literally live across the street from it.",food,,1,,0,0
475,The service is always prompt and friendly.,service,,3,,3,2
476,The sauce and rub are the best and the meat was lean and the bones pull out clean.,food,,1,,3,2
477,I especially like the enchiladas suizas.,food,,1,,3,2
478,It is very odd.,ambiance,,0,,0,0
479,Another thing that bothered me was that the waitresses idly stood by the counter and stared at my friends and I the whole time we were there.,service,,3,,1,0
480,So I'm upgrading this to 5 stars.,general,,5,,4,2
481,Pluses: Bloody Mary was ok.,food,,1,,2,1
482,Loaded with cheese that had pools of grease swimming on it.,food,,1,,1,0
483,They take Plaid Cash and Panther Funds and Credit Cards.,price,,4,,3,2
484,This is apparently quite a difficult concept for other Pittsburgh restaurants to grasp.,service,,3,,0,0
485,Adorable because they have dancers!!!!,ambiance,,0,,3,2
486,But they are helpful and efficient.,service,,3,,3,2
487,Belly up and stay a while.,food,,1,,2,1
488,Highland where you can sit outside and drink.,ambiance,,0,,4,2
489,"But no one at the bar even came up to us, so we just sat down outside.",service,,3,,1,0
490,"""We thought this was the only one,"" an elderly gentleman said before heaping praises on BHDS's quality, variety, and low prices.",price,,4,,3,2
491,Our servers were friendly and attentive.,service,,3,,3,2
492,I got one refill on my lemonade.,food,,1,,2,1
493,A bunch of our crew is planning on hitting this place up for dinner with their families now because it was so good.,general,,5,,3,2
494,He even sent over a delicious bruschetta he made for us on the house!,food,,1,,4,2
495,Good pizza even if the place is beginning to look a little dated.,ambiance,,0,,1,0
496,"I also had a Fizz, which was lemony and a little frothy, compliments of the agitated egg white.",food,,1,,3,2
497,I got a baba ganoush wrap.,food,,1,,2,1
498,"This brewery is 2 blocks from my house....so I might be biased, but I love it in here!",location,,2,,4,2
499,"The portions were just the right size to end the meal feeling full, but not overly so.",food,,1,,3,2
500,The menu is varied.,food,,1,,3,2
501,"My favorite was the prosciutto with the baby pickles, but honestly I don't think you can go wrong with any of them.",food,,1,,4,2
502,This store has given me a new appreciation of a tool (stainless steel razor) instead of the knock offs (plastic with cartridges) and are saving me money in process.,price,,4,,3,2
503,Or buy your baked goods here and go down the street to Aldo for your coffee.,location,,2,,3,2
504,"I had eggs, bacon and home fries today.",food,,1,,2,1
505,I got chicken tacos which were made quickly and came in double corn tortillas with a small bag of delicious tortilla chips.,food,,1,,4,2
506,If you are in a hurry grab the lunch buffet in a takeout box for even less.,price,,4,,3,2
507,It was nice they accepted credit cards.,price,,4,,3,2
508,"And honestly, for the most part the food was good.",food,,1,,3,2
509,Where's the health department when you need them?,service,,3,,1,0
510,"But come on, the owners speak French!",service,,3,,3,2
511,"Unfortunately, Maria is booked through the end of 2014!",general,,5,,0,0
512,Eat here if you are a masochist.,food,,1,,1,0
513,"I do not know what type of beans they use but the resulting flavor is smooth, not acidic but still robust enough for those who need a caffeine jolt.",food,,1,,3,2
514,"I was visiting Pittsburgh for a weekend and was wondering around, looking at downtown and my future school, CMU, when it started raining.",general,,5,,2,1
515,I think Brgr would have held up in the bigger better burger contest if I had tried this burger first.,food,,1,,3,2
516,There were many people and pups on the trail also enjoying the nice day.,ambiance,,0,,3,2
517,All in all I love NH.,general,,5,,4,2
518,The place is very busy on weekends but they seem to have learned to handle the crowd.,ambiance,,0,,3,2
519,What do they use to get the wine stains off the couch??,ambiance,,0,,2,1
520,"Our waiter Daniel was extremely courteous, informative, nice, and helped make our night one to remember.",service,,3,,4,2
521,We took ours to go and then ate over by the Porch.,ambiance,,0,,3,2
522,"Not my favorite, but the lovely mixture of greens, fresh herbs, and hearts of palm made me forget that I was n otin love with the dressing.",food,,1,,3,2
523,Enter: Marianne DelPizzo.,general,,5,,2,1
524,"The kitchen did rectify this mistake quickly, however--I didn't have to wait any longer than 5 min.",service,,3,,3,2
525,For most places that's half the battle.,general,,5,,2,1
526,First trip to Lucy's and I managed to eat two pork Banh Mi sandwiches.,food,,1,,3,2
527,I was trying to find a place to eat and decided to check out this place since it was close.,location,,2,,4,2
528,Entries run from $9 to $14.,price,,4,,3,2
529,I hadn't been in about two years but suggested it for a friend's bday.,general,,5,,3,2
530,"A bit greasy, but greasy in a good way and not a gross way, I promise!",food,,1,,3,2
531,Customer service was great as well!,service,,3,,4,2
532,"I finally settled on the French Onion Soup with the Caprese Salad, my mother chose the Spinach and chicken Flatbread with cottage frieds, and my grandmother chose the tilapia with a baked potato.",food,,1,,2,1
533,"Well, it was actually  good but it was certainly not the best ever.",general,,5,,3,2
534,You serve this with some sausage or even better a pork chop and I am ready!,food,,1,,2,1
535,"They have a breakfast section, lunch, salad, seafood, carving station, omelette station, dessert with bananas fosters station!",food,,1,,2,1
536,I came here with a friend who had been wanting to try it with me.,general,,5,,3,2
537,Some of the prices are high but the owner negotiates occasionally.,price,,4,,3,2
538,"Overall, the food was decent, but the prices - very high for Pittsburgh - call for something better and more interesting.",price,,4,,0,0
539,That's ridic!,general,,5,,0,0
540,"At happy hour all Mojitos are only $5, and there were maybe 8 flavors to choose from.",price,,4,,3,2
541,"I met a friend here between my rehearsals one day, and we each had an hour and a half for lunch.",general,,5,,2,1
542,It definitely reminds me of my undergrad days when $5 was what we could spend for dinner.,price,,4,,3,2
543,We each exchanged a taco with one another so that we could both try both different types of tacos.,food,,1,,2,1
544,"For food, we took advantage of the HH special for half price selected apps by ordering the fried and breaded cauliflower, which came with a maple mustard dipping sauce ($3.50).",price,,4,,3,2
545,"They serve 30 craft beers from local and regional breweries, a list that is forever changing.",food,,1,,3,2
546,"The pizza was on the doughy side, I think it may have been really fresh dough that didn't quite have time to bloom yet because it lacked the air that it needed to become totally crispy.",food,,1,,1,0
547,Great selection of tea (which is hard to find in a Pittsburgh restaurant) and good selection of vegetarian dishes.,food,,1,,4,2
548,"Great place for tea, coffee, and conversation!",food,,1,,4,2
549,The last item we ordered was poutine.,food,,1,,2,1
550,"As you can tell, I think my favorite part of the restaurant was the atmosphere & decor.",ambiance,,0,,3,2
551,The food is also pretty good!,food,,1,,3,2
552,God I love technology.,general,,5,,4,2
553,I wish I knew what Guy recommended so I could decided what to try from the massive selection!,food,,1,,3,2
554,They use Prima coffee and the crema is excellent.,food,,1,,4,2
555,They used to have coolers lining the walls full of an amazing selection.,ambiance,,0,,3,2
556,This is not your typical collegiate hipster coffee shop.,ambiance,,0,,3,2
557,Cash only.,price,,4,,1,0
558,"While at Starbucks (am I that predictable?), I decided to ask some of the locals where they would go to eat.",ambiance,,0,,2,1
559,My dad got this burger that had a piece of kielbasi on it.,food,,1,,2,1
560,"You get the rice, noodles, and veggies all cooked in front of you.",food,,1,,3,2
561,There were so many items that I felt like I hadn't seen in other places and the prices were moderate considering that these are items you can't get everywhere.,price,,4,,3,2
562,"I've been here twice now, and have had fabulous meals both times.",food,,1,,4,2
563,"Objectively, the food here is good and the dinner decor has a lot of character.",ambiance,,0,,4,2
564,The pizza wasn't heated up totally even though it had looked like it had been hanging around behind that sneeze-glass for awhile.,service,,3,,1,0
565,"But after the hostess took off to find the manager because she didn't know the law, suddenly she became an expert and started trying to tell me what was required and what was not.",service,,3,,1,0
566,Sadly the food here is a little disappointing.,food,,1,,0,0
567,Definitely lived up to their hype.,general,,5,,3,2
568,You feel as if you've known them for most of your life even though you've never seen them before.,service,,3,,3,2
569,The steak was juicy and tender and full of flavor.,food,,1,,4,2
570,The atmosphere was crowded but hip.,ambiance,,0,,3,2
571,"Mexican, or at the very least of some Hispanic extraction.",ambiance,,0,,2,1
572,I miss eating and chatting up my neighbors and then sharing a Grappa or Limoncello with them.,ambiance,,0,,3,2
573,Gyros the way I like them.,food,,1,,3,2
574,I have heard a lot about Verde so when we were hungry after our event at the Pittsburgh Glass Center it was the perfect opportunity to finally try it out.,location,,2,,3,2
575,It's a bit pricey for mussels.,price,,4,,3,2
576,"The rice is generally better than the fries, if you can't decide between the two.",food,,1,,3,2
577,Friendly people (on both sides of the bar) and a menu that's above your average bar food.,service,,3,,3,2
578,I have rarely been disappointed.,general,,5,,3,2
579,Perfect crisp to the pickled vegetables and I loved the fresh jalepenos and french bread.,food,,1,,4,2
580,The portion was huge for under $7.,food,,1,,3,2
581,"Y'know, for a chain, Vocelli puts forth a perfectly fine pie.",food,,1,,3,2
582,"It's basically exactly what you would expect from a ""Mexican"" restaurant located where it is.",ambiance,,0,,3,2
583,"My hair was a project, but she was easy going about it and made me feel comfortable.",service,,3,,3,2
584,"About the food, the quality is good, but they give you so little for so much.",price,,4,,1,0
585,it's refreshing to visit a spot where everything is healthy and delicious.,food,,1,,3,2
586,Call me insane but I have never been to chipotle before until yesterday.,ambiance,,0,,2,1
587,"Well, one does, and his shop deserves the respect it's earned over many decades.",general,,5,,3,2
588,5,general,,5,,4,2
589,The sides were good but not spectacular - the star was the chimi.,food,,1,,3,2
590,So much food but I somehow finished it all!,food,,1,,3,2
591,It was so so so good.,general,,5,,4,2
592,You can tell this is a regulars spot for a lot of people for dinner and I don't blame them.,food,,1,,3,2
593,The fish we served was rarely ever more than 24 hours away from swimming in the water.,food,,1,,3,2
594,"They're not your usual teas, but things like Earl Grey, which I wouldn't think to normally turn into an iced version--but do yourself a favor and try it out!",food,,1,,3,2
595,"We had a couple drinks that were tasty and innovative, and the appetizers of roasted brussel sprouts and flatbread pizza were also really delish.",food,,1,,3,2
596,"Here you order, pay, take a number and head for a table.",service,,3,,2,1
597,The deal is that you buy one burger and 2 soft drinks and get a Tavern Burger free (or a $6.99 discount if you order a more expensive burger).,price,,4,,3,2
598,I do love a good bargain so.,price,,4,,3,2
599,"But, like I said it's a quibble.",general,,5,,1,0
600,The atmosphere is uplifting and a good place to hang out with your MBA classmates after a 3.5 hours night class.,ambiance,,0,,4,2
601,"Fries cold and delivered by a waitress, was treated to witnessing a meltdown when the bartender ran out of glasses and was not checked on from the minute I got my food to the moment I type this ...",service,,3,,0,0
602,Can't really say much else about this place other than with the self checkout lanes it's a breeze to run in and then out without having to deal with a single associate.,service,,3,,3,2
603,We made a note to go visit next time around.,general,,5,,4,2
604,All I can say is that the casino was nice and clean.,ambiance,,0,,3,2
605,"Seeing as to how the kitchen is open glass for the public to see, I thought we were accidentally walking into the kitchen, as the people at the hostess stand had their backs to us.",ambiance,,0,,3,2
606,I'm not a fan of the food here.,food,,1,,1,0
607,"For those of you who don't know what it is - basically, it's Subway on Pitas.",food,,1,,2,1
608,None of that would matter if the service wasn't spectacular.,service,,3,,4,2
609,I arrived a bit earlier than she did and was greeted by the lovely woman behind the counter.,service,,3,,3,2
610,"Their cold buffet has shrimp, salad, mussels, clams, ahi tuna, artichoke hearts, cheese, salami type meats, and a bunch of other food.",food,,1,,3,2
611,I stopped into Cafe Raymond with my parents for breakfast when they visited town last Sat.,general,,5,,2,1
612,"I'd heard so much about Nicky's Thai Kitchen, but never got to the Northside location, that I jumped on the opportunity to hit their new downtown location.",location,,2,,3,2
613,"If you're looking for a cheap spot to grab a quick morning meal, this might not be the place.",price,,4,,1,0
614,I'd do some price checking in the HD TVs and watches.,price,,4,,2,1
615,I will say I did not try the food today.,food,,1,,2,1
616,I can't really remember much of the decor of this place although the restaurant was broken up into two distinct dining areas.,ambiance,,0,,1,0
617,"It's like asking ""where's the  best pizza?"", right?",food,,1,,3,2
618,"Open early, even on Sunday!",service,,3,,1,0
619,"I'm not a big fan of Italian food, but we came to celebrate.",food,,1,,2,1
620,"So, it's a great place to hang out with friends, just don't go hungry and bring your own bottle of water.",food,,1,,4,2
621,This is now my go-to Indian restaurant.,food,,1,,3,2
622,"While we were ordering I noticed a rather clever tip jar sign that had something to do with ""pita"" spelled backwards.",ambiance,,0,,3,2
623,Party...all...night.,ambiance,,0,,3,2
624,"The whole hotel, including my room, was very clean.",ambiance,,0,,3,2
625,Sals also services wine and beers.,food,,1,,2,1
626,They also always have daily specials and daily soup specials.,food,,1,,3,2
627,The prices are great and it is also a BYOB.,price,,4,,4,2
628,I ordered the chicken adana wrap which was really reasonably priced (7.5$).,price,,4,,3,2
629,We started with the make your own bloody Mary bar which blew my mind.,ambiance,,0,,4,2
630,"This is not a typical city restaurant and is certainly not competing with Alihan's, next door, or any of the other white linen establishments.",general,,5,,2,1
631,"The clientele at this location is understandably more adult-oriented, as it's smack in the middle of downtown Pittsburgh's business district.",location,,2,,3,2
632,The other side boasts a comfy sofa with side chairs and tables.,ambiance,,0,,3,2
633,Lol.,general,,5,,2,1
634,"Obviously, the gourmet burger joint concept has taken hold in Pittsburgh.",food,,1,,3,2
635,"I AM SO SORRY, THIS IS NOT ELITE YELP BEHAVIOR.",general,,5,,0,0
636,Note #1-This place is strictly TAKEOUT ONLY.,ambiance,,0,,2,1
637,There is more to Grandview Park than the three concrete and asphalt paths or the concrete hut that overlooks downtown.,ambiance,,0,,3,2
638,Inexcusable.,general,,5,,0,0
639,I'd come in just for that!,general,,5,,3,2
640,Here at Gaynor's they hit the spot.,general,,5,,3,2
641,"Overall a fun time, but I would suggest just going there for a few drinks and saving your appetite for some of the other downtown restaurants like Nine on Nine a block down the street.",location,,2,,3,2
642,Super senior hangout.,ambiance,,0,,1,0
643,Here is the primary issue with Mon Aimee Chocolat:  The owner is rude.,service,,3,,0,0
644,The person clearing our salads put our dirty knives straight on the table.,service,,3,,1,0
645,I couldn't finish it.,food,,1,,2,1
646,"Like the crab cakes, I doubt I'll find a better example elsewhere.",food,,1,,3,2
647,"I totally get that they are fried foods, but i mean these were drenched it grease.",food,,1,,1,0
648,They have a good selection for the size and even have organic foods.,food,,1,,3,2
649,Lebo to pick up some treats and he thoroughly enjoyed the chocolate eclair while I indulged in the pistachio eclair.,food,,1,,3,2
650,But the guac was fresh and extremely flavorful.,food,,1,,4,2
651,"CM and I started off by ordering the momo dumplings (chicken filled), which were okay but just your typical steamed dumpling with a spicy kick.",food,,1,,2,1
652,My first complaint about this restaurant was the way that it was designed.,ambiance,,0,,1,0
653,ANYWAY - Mad Mex is just fabulous...even moreso in the fall when the all-important Gobblerito takes centerstage and fills my belly with an entire Thanksgiving meal swaddled in a delightful flourly shell.,general,,5,,4,2
654,"I think we Yinzers often take for granted what a magnificent resource we have at Phipps, and that's why I love my membership so much.",location,,2,,3,2
655,"After starters we both ordered the chicken chickpea burritos, which were big and boring.",food,,1,,1,0
656,Fast service.,service,,3,,3,2
657,It came out and the cheeses were already starting to cool back down and congeal.,food,,1,,1,0
658,"I definitely want to try a few other tacos, but I think I will see if I can order take-out next time.",service,,3,,1,0
659,The house dressing was the best part of this course.,food,,1,,3,2
660,Flights to Philly were over $200 dollars.,price,,4,,1,0
661,"Thus, we made a reservation at Grit and Grace, a restaurant I'd been wanting to check out for a long while.",general,,5,,3,2
662,We requested the check.,service,,3,,2,1
663,Good but didn't blow my mind.,price,,4,,2,1
664,Is Nicky's or Smiling Banana the best thai restaurant in Pittsburgh?,food,,1,,4,2
665,My friends rave about the mussels.,food,,1,,3,2
666,"Granted you can see the chefs making your food and noodles, but still.",ambiance,,0,,3,2
667,(We had dinner at the Shiloh Grill on the 4th of July--see separate review for my evaluation.),general,,5,,2,1
668,"The cashier (Amber) was very friendly and hardworking, handling the long line with grace, even when customers kept coming up to her and interrupting her work.",service,,3,,4,2
669,Oh let's go out and try somewhere local.,ambiance,,0,,3,2
670,"I ordered the Caffe Crepe with chicken, apples, avocado and melted brie.",food,,1,,2,1
671,"I love Ginza, its my go to sushi place in Pittsburgh.",general,,5,,4,2
672,"Then when you exit, you have about 300 feet to merge from one of your two lanes into one of four that you need - god forbid if you need the one on the far left or right and you're on the other side!",location,,2,,1,0
673,"This review is not judgement on the quality of their cakes, but instead the horrific customer service I received while trying to commission a wedding cake.",service,,3,,0,0
674,I had the shrimp po boy and it was messy and forgettable.,food,,1,,0,0
675,He asked me if I have any allergies and proceeded to fill my tray with items he recommended.,service,,3,,3,2
676,Oh wait yes I do.,general,,5,,3,2
677,"It is now more spacious, attractive, and comfortable.",ambiance,,0,,4,2
678,ANYWAY...,general,,5,,0,0
679,Argh yelp when will you give us the half star because legume so deserves 4 1/2!,food,,1,,4,2
680,They make sure you go home with a full belly on the chef's tastings.,food,,1,,3,2
681,I only was inside for a couple minutes to pick up takeout but the inside appeared to be nice and clean.,ambiance,,0,,3,2
682,Cleary this woman has issues.,service,,3,,1,0
683,"Also, the banana split i noticed someone having was gigantic.",food,,1,,3,2
684,The staff was friendly and the service was prompt.,service,,3,,3,2
685,"My friend had a ""special"" mojito of some sort for her first round, which was good, but she switched immediately to our margaritas after a single sip.",food,,1,,3,2
686,"The fruit was fresh sliced, mostly melon, nice and fresh.",food,,1,,3,2
687,"The Moose is just a bar, like many others on the Southside, but the crowd (in my opinion) is more interesting and eclectic.",ambiance,,0,,4,2
688,Really excellent space with large deck out front.,ambiance,,0,,4,2
689,"The place is huge, cool, and very clean.",ambiance,,0,,4,2
690,Live music with chanting and cheers!,ambiance,,0,,3,2
691,What stands out the most about this location is that they have a lot of outdoor seating.,ambiance,,0,,3,2
692,We ordered mozzarella sticks and fried zucchini for apps.,food,,1,,2,1
693,I'll obv be back.,general,,5,,4,2
694,"Then I find myself hungry, wanting a place with published nutritional information, and in Pittsburgh.",location,,2,,2,1
695,It's next to a small shopping plaza and the sign isn't very noticeable.,location,,2,,1,0
696,"I ordered the make your own burger with chicken, gorgonzola, mixed greens and tomato on focaccia.",food,,1,,3,2
697,I am taking one star off because once I ordered tuna and it was dry and over cooked.,food,,1,,1,0
